,dataset_name,model,fold_n,best_params,accuracy,tpr,fpr,precision,auc-roc,auc-pr,fit_time_second,1000_predict_time_seconds
176,breast-cancer-wisc-diag.csv,baseline,6,"{'n_estimators': 600, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 70, 'bootstrap': False}",0.9122807017543859,0.8131868131868132,0.3611111111111111,0.9094594594594595,0.9417989417989419,0.07939725439725442,1.3890068531036377,0.11803674697875977
177,breast-cancer-wisc-diag.csv,baseline,7,"{'n_estimators': 1200, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 70, 'bootstrap': True}",0.9122807017543859,0.6493506493506493,0.18939393939393936,0.920940170940171,0.992063492063492,0.14983550400217066,2.8099918365478516,0.2310166358947754
178,breast-cancer-wisc-diag.csv,baseline,8,"{'n_estimators': 600, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 100, 'bootstrap': False}",0.9649122807017544,0.7936507936507936,0.4104938271604938,0.9565217391304348,0.9973544973544973,0.053140096618357516,1.413008213043213,0.11799979209899902
179,breast-cancer-wisc-diag.csv,baseline,9,"{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 20, 'bootstrap': False}",0.9821428571428571,0.8061224489795917,0.33265306122448973,0.9772727272727273,0.998639455782313,0.02792207792207793,4.873179912567139,0.3870084285736084
180,breast-cancer-wisc-prog.csv,baseline,0,"{'n_estimators': 600, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 90, 'bootstrap': True}",0.85,0.59375,0.296875,0.9210526315789473,0.828125,0.6907894736842105,1.2300000190734863,0.11799979209899902
181,breast-cancer-wisc-prog.csv,baseline,1,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 80, 'bootstrap': True}",0.85,0.625,0.375,0.9166666666666667,0.8,0.55,2.020958185195923,0.19504237174987793
182,breast-cancer-wisc-prog.csv,baseline,2,"{'n_estimators': 1200, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 70, 'bootstrap': True}",0.85,0.58,0.33999999999999997,0.9166666666666667,0.7600000000000001,0.55,2.4690001010894775,0.23600077629089355
183,breast-cancer-wisc-prog.csv,baseline,3,"{'n_estimators': 1000, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 90, 'bootstrap': False}",0.7,0.5,0.3499999999999999,0.3684210526315789,0.6799999999999999,0.343859649122807,1.8389990329742432,0.20096611976623535
184,breast-cancer-wisc-prog.csv,baseline,4,"{'n_estimators': 1800, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 100, 'bootstrap': True}",0.75,0.43636363636363645,0.4727272727272727,0.375,0.45333333333333337,0.375,3.7070109844207764,0.3500361442565918
185,breast-cancer-wisc-prog.csv,baseline,5,"{'n_estimators': 1600, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'auto', 'max_depth': 90, 'bootstrap': False}",0.85,0.625,0.30833333333333335,0.9166666666666667,0.8533333333333334,0.55,2.8710010051727295,0.3150005340576172
186,breast-cancer-wisc-prog.csv,baseline,6,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 50, 'bootstrap': True}",0.7,0.46666666666666656,0.38518518518518513,0.3684210526315789,0.6266666666666666,0.343859649122807,0.39995813369750977,0.04199671745300293
187,breast-cancer-wisc-prog.csv,baseline,7,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 50, 'bootstrap': True}",0.75,0.4727272727272727,0.5575757575757575,0.375,0.37333333333333335,0.375,0.40375447273254395,0.04224729537963867
188,breast-cancer-wisc-prog.csv,baseline,8,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 80, 'bootstrap': True}",0.7894736842105263,0.5625,0.39166666666666666,0.6617647058823529,0.7166666666666667,0.4522058823529412,2.0369670391082764,0.19403767585754395
189,breast-cancer-wisc-prog.csv,baseline,9,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 50, 'bootstrap': True}",0.8947368421052632,0.5416666666666666,0.38888888888888884,0.9411764705882353,0.6666666666666667,0.47058823529411764,0.40200018882751465,0.041001081466674805
190,breast-cancer-wisc.csv,baseline,0,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 80, 'bootstrap': True}",0.9285714285714286,0.6923076923076923,0.1739130434782609,0.9246068455134135,0.9728260869565217,0.07537555805815874,1.9870007038116455,0.19500207901000977
191,breast-cancer-wisc.csv,baseline,1,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 70, 'bootstrap': True}",0.9714285714285714,0.636904761904762,0.2018633540372671,0.9615384615384616,0.9936594202898551,0.041806020066889604,0.39099907875061035,0.04100680351257324
192,breast-cancer-wisc.csv,baseline,2,"{'n_estimators': 1200, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 70, 'bootstrap': True}",0.9714285714285714,0.5654761904761905,0.18322981366459626,0.9682971014492754,0.9882246376811594,0.019295775572358728,2.365035057067871,0.22895193099975586
193,breast-cancer-wisc.csv,baseline,3,"{'n_estimators': 1000, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 70, 'bootstrap': False}",1.0,0.6083333333333334,0.24782608695652172,1.0,1.0,0.0,1.694007158279419,0.1920030117034912
194,breast-cancer-wisc.csv,baseline,4,"{'n_estimators': 1200, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 70, 'bootstrap': True}",0.9714285714285714,0.6401515151515151,0.12845849802371542,0.9615384615384616,0.9972826086956522,0.041806020066889604,2.3472330570220947,0.23500514030456543
195,breast-cancer-wisc.csv,baseline,5,"{'n_estimators': 1800, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 100, 'bootstrap': True}",0.9571428571428572,0.7083333333333333,0.2010869565217391,0.9488888888888889,0.9909420289855073,0.0017190016103059659,3.576277494430542,0.34203505516052246
196,breast-cancer-wisc.csv,baseline,6,"{'n_estimators': 1000, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 70, 'bootstrap': False}",0.9714285714285714,0.7992424242424243,0.18972332015810275,0.9615384615384616,0.9972826086956522,0.041806020066889604,1.6942439079284668,0.20199966430664062
197,breast-cancer-wisc.csv,baseline,7,"{'n_estimators': 1800, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 70, 'bootstrap': True}",0.9571428571428572,0.7527777777777779,0.2826086956521739,0.9444444444444444,0.9809782608695652,0.06159420289855068,3.59200119972229,0.34599971771240234
198,breast-cancer-wisc.csv,baseline,8,"{'n_estimators': 600, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 90, 'bootstrap': True}",1.0,0.72,0.292063492063492,1.0,1.0,0.0,1.186997652053833,0.11599922180175781
199,breast-cancer-wisc.csv,baseline,9,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 80, 'bootstrap': True}",0.9855072463768116,0.8298611111111112,0.2425925925925926,0.9891304347826086,0.9981481481481481,0.04121376811594199,1.9780452251434326,0.18999767303466797
200,breast-cancer.csv,baseline,0,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': True}",0.7241379310344828,0.5384615384615384,0.41758241758241754,0.3620689655172414,0.6547619047619048,0.3620689655172414,0.44397664070129395,0.04602622985839844
